"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.8"
"Date/Time","Date/Time","SUCTION 2ND","DISCHARGE 2ND","SUCTION 1ST","DISCHARGE 1ST","Channel1","Channel2","Channel3","Channel4"
"","","°C","°C","°C","°C","W/m^2","W/m^2","V","V"
"2025-07-16 13:25:29","45854.5593634259","38.3","67.8","72.2","71.0","886.279","-198.77","0.79012","2.51609"
"2025-07-16 13:25:34","45854.5594212963","38.3","67.8","72.2","71.0","885.798","-199.39","0.78994","2.51637"
"2025-07-16 13:25:39","45854.5594791667","38.3","67.8","72.3","71.1","885.557","-201.46","0.79061","2.51612"
"2025-07-16 13:25:44","45854.5595370370","38.3","67.8","72.3","71.1","886.279","-199.39","0.79063","2.51631"
"2025-07-16 13:25:49","45854.5595949074","38.4","67.8","72.3","71.1","885.798","-200.47","0.79057","2.51579"
"2025-07-16 13:25:54","45854.5596527778","38.4","67.8","72.3","71.1","885.076","-202.09","0.79119","2.51638"
"2025-07-16 13:25:59","45854.5597106482","38.4","67.8","72.2","71.1","885.076","-198.41","0.79093","2.51623"
"2025-07-16 13:26:04","45854.5597685185","38.3","67.8","72.2","71.1","885.317","-200.02","0.79075","2.51628"
"2025-07-16 13:26:09","45854.5598263889","38.4","67.8","72.3","71.1","885.317","-200.29","0.79092","2.51625"
"2025-07-16 13:26:14","45854.5598842593","38.4","67.8","72.3","71.1","885.557","-200.74","0.79093","2.51630"
"2025-07-16 13:26:19","45854.5599421296","38.4","67.8","72.3","71.2","885.317","-200.83","0.79134","2.51657"
"2025-07-16 13:26:24","45854.5600000000","38.5","67.8","72.4","71.3","885.076","-199.39","0.79105","2.51647"
"2025-07-16 13:26:29","45854.5600578704","38.5","67.9","72.4","71.3","885.557","-200.20","0.79124","2.51636"
"2025-07-16 13:26:34","45854.5601157407","38.4","67.8","72.3","71.2","885.557","-199.13","0.79133","2.51619"
"2025-07-16 13:26:39","45854.5601736111","38.4","67.8","72.3","71.2","885.076","-199.66","0.79131","2.51620"
"2025-07-16 13:26:44","45854.5602314815","38.4","67.8","72.3","71.2","884.595","-199.30","0.79144","2.51656"
